compound,river,date_sampled,year,result,result_unit,group
Malathion,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Flamprop-Methyl,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Thiabendazole,Morell River,06/27/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Imidacloprid,Mill River,08/10/2011 12:00:00 AM,2011,< 0.1,ng/ml,Insecticides
Metalaxyl,Morell River,08/12/2010 12:00:00 AM,2010,< 0.03,ng/ml,Fungicides
Clomazone,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Chlorothalonil,Clyde River,08/29/2012 12:00:00 AM,2012,< 0.02,ng/ml,Fungicides
Cypermethrin,Wilmot River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Chlorpyrifos,Dunk River,08/17/2016 12:00:00 AM,2016,< 0.01,ng/ml,Insecticides
Metribuzin,Huntley River,09/19/2012 12:00:00 AM,2012,< 0.03,ng/ml,Herbicides
Thiamethoxam,Montague River,05/28/2018 12:00:00 AM,2018,< 0.005,ng/ml,Insecticides
Imidacloprid,Morell River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Azinphos-Methyl,Winter River,08/21/2014 12:00:00 AM,2014,< 0.03,ng/ml,Insecticides
Methamidophos,Montague River,09/12/2018 12:00:00 AM,2018,< 5.0,ng/ml,Insecticides
Thiamethoxam,Dunk River,06/26/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Thiophanate-Methyl,Dunk River,08/16/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Metalaxyl,Dunk River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Fungicides
Fludioxonil,Winter River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Metribuzin,Winter River,07/20/2011 12:00:00 AM,2011,< 0.03,ng/ml,Herbicides
Atrazine,West River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Chlorothalonil,Mill River,07/20/2011 12:00:00 AM,2011,< 0.02,ng/ml,Fungicides
Terbacil,Mill River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Herbicides
Metobromuron,Mill River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Atrazine,Winter River,07/20/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Fludioxonil,Wilmot River,09/16/2015 12:00:00 AM,2015,< 0.01,ng/ml,Fungicides
Propiconazole,Huntley River,08/19/2009 12:00:00 AM,2009,< 0.1,ng/ml,Fungicides
Clothianidin,Wilmot River,08/13/2015 12:00:00 AM,2015,0.02,ng/ml,Insecticides
Metiram,Morell River,09/13/2016 12:00:00 AM,2016,< 1000,ng/ml,Fungicides
Metiram,Morell River,09/13/2016 12:00:00 AM,2016,< 1000,ng/ml,Fungicides
Carbofuran,Montague River,09/14/2011 12:00:00 AM,2011,< 0.05,ng/ml,Insecticides
Metalaxyl,Huntley River,07/14/2009 12:00:00 AM,2009,< 0.03,ng/ml,Fungicides
Diquat,West River,08/08/2013 12:00:00 AM,2013,< 10,ng/ml,Herbicides
Triticonazole,Morell River,05/28/2018 12:00:00 AM,2018,< 0.154,ng/ml,Fungicides
Cyantraniliprole,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Cyantraniliprole,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Rimsulfuron,Morell River,08/04/2010 12:00:00 AM,2010,< 0.05,ng/ml,Herbicides
Terbacil,Mill River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Thiamethoxam,Clyde River,08/18/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Propiconazole,Wilmot River,07/19/2012 12:00:00 AM,2012,< 0.1,ng/ml,Fungicides
Alachlor,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Azinphos-Methyl,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.511,ng/ml,Insecticides
Azoxystrobin,Wilmot River,07/21/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Sulfentrazone,West River,05/28/2018 12:00:00 AM,2018,< 0.504,ng/ml,Herbicides
Hexazinone,Wilmot River,08/13/2015 12:00:00 AM,2015,< 0.02,ng/ml,Herbicides
Imazamethabenz,Morell River,05/28/2018 12:00:00 AM,2018,< 0.05,ng/ml,Herbicides
Thiabendazole,Clyde River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Chlorpyrifos,Wilmot River,07/24/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Nitrapyrin,Mill River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Bactericides
Fludioxonil,Dunk River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Dinotefuran,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Alachlor,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Chlorantraniliprole,Morell River,05/28/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Imazethapyr,West River,05/28/2018 12:00:00 AM,2018,< 0.108,ng/ml,Herbicides
Thiophanate-Methyl,West River,09/18/2013 12:00:00 AM,2013,< 0.02,ng/ml,Fungicides
Mancozeb,Montague River,07/29/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Mancozeb,Montague River,07/29/2014 12:00:00 AM,2014,< 100,ng/ml,Fungicides
Azoxystrobin,Dunk River,09/13/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Hexazinone,Dunk River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Terbacil,Montague River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Herbicides
Fludioxonil,Dunk River,07/22/2013 12:00:00 AM,2013,< 0.01,ng/ml,Fungicides
Dimethoate,Clyde River,10/01/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Chlorothalonil,Mill River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Propiconazole,Morell River,05/28/2018 12:00:00 AM,2018,< 0.071,ng/ml,Fungicides
Tetrasul,Montague River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Acaricides
Eptc,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Atrazine,Huntley River,07/20/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Chlorpyrifos,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Metribuzin,Dunk River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Dimethoate,Morell River,08/16/2016 12:00:00 AM,2016,< 0.04,ng/ml,Insecticides
Carfentrazone-Ethyl,West River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Methamidophos,Morell River,08/22/2018 12:00:00 AM,2018,< 5.0,ng/ml,Insecticides
Metalaxyl,Clyde River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Chlorpyrifos,Montague River,07/25/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Atrazine,Morell River,06/27/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Thiophanate-Methyl,Wilmot River,09/19/2012 12:00:00 AM,2012,< 0.1,ng/ml,Fungicides
Chlorothalonil,Clyde River,07/14/2009 12:00:00 AM,2009,< 0.02,ng/ml,Fungicides
Diquat,Huntley River,07/19/2012 12:00:00 AM,2012,< 10,ng/ml,Herbicides
Atrazine,Dunk River,09/03/2013 12:00:00 AM,2013,< 0.03,ng/ml,Herbicides
Mancozeb,Montague River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Mancozeb,Montague River,06/15/2017 12:00:00 AM,2017,< 100,ng/ml,Fungicides
Quizalofop-Ethyl,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Azoxystrobin,Montague River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Thiabendazole,West River,07/24/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Clothianidin,Clyde River,08/09/2012 12:00:00 AM,2012,< 0.01,ng/ml,Insecticides
Fonofos,Winter River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Hexazinone,Montague River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Dimethoate,Morell River,09/13/2016 12:00:00 AM,2016,< 0.04,ng/ml,Insecticides
Hexazinone,Dunk River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Herbicides
Imidacloprid,Clyde River,09/17/2009 12:00:00 AM,2009,< 0.1,ng/ml,Insecticides
Methamidophos,West River,10/01/2018 12:00:00 AM,2018,< 5.0,ng/ml,Insecticides
Clomazone,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Fludioxonil,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Cypermethrin,Dunk River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Chlorantraniliprole,Huntley River,08/29/2012 12:00:00 AM,2012,< 0.1,ng/ml,Insecticides
Diquat,Clyde River,08/29/2012 12:00:00 AM,2012,< 10,ng/ml,Herbicides
Carbofuran,Morell River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Hexazinone,Mill River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Chlorantraniliprole,Clyde River,09/17/2009 12:00:00 AM,2009,< 0.1,ng/ml,Insecticides
Sulfoxaflor,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Thiamethoxam,Winter River,10/05/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Mecoprop,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Azoxystrobin,Wilmot River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Carbofuran,Dunk River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Rimsulfuron,Clyde River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Fenthion,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Metobromuron,Dunk River,10/05/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Atrazine,Morell River,07/19/2016 12:00:00 AM,2016,< 0.03,ng/ml,Herbicides
Metolachlor,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Permethrin,Wilmot River,06/26/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Paraquat,Winter River,09/14/2011 12:00:00 AM,2011,< 10,ng/ml,Herbicides
Azinphos-Methyl,Morell River,10/01/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Azinphos-Methyl,West River,08/21/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Terbacil,Morell River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Permethrin,Wilmot River,09/16/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Chlorothalonil,Huntley River,08/09/2012 12:00:00 AM,2012,< 0.02,ng/ml,Fungicides
Carbofuran,Winter River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Atrazine,Huntley River,09/12/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Sulfotep,Morell River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Insecticides
Clothianidin,Clyde River,05/28/2018 12:00:00 AM,2018,0.0145,ng/ml,Insecticides
Paraquat,Wilmot River,07/22/2009 12:00:00 AM,2009,< 10,ng/ml,Herbicides
Metobromuron,Clyde River,07/14/2009 12:00:00 AM,2009,< 0.03,ng/ml,Herbicides
Thiophanate-Methyl,Montague River,06/27/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Methamidophos,Dunk River,06/15/2017 12:00:00 AM,2017,< 5.0,ng/ml,Insecticides
Chlorothalonil,Winter River,06/27/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Chlorpyrifos,West River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Fludioxonil,Montague River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Bromopropylate,Morell River,05/28/2018 12:00:00 AM,2018,< 0.05,ng/ml,Acaricides
Terbacil,West River,10/05/2017 12:00:00 AM,2017,< 0.01,ng/ml,Herbicides
Azoxystrobin,Winter River,07/29/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Thiabendazole,Montague River,09/09/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Fenamidone,Montague River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Fungicides
Linuron,West River,08/04/2010 12:00:00 AM,2010,< 0.06,ng/ml,Herbicides
Chlorothalonil,Winter River,08/21/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Chlorothalonil,Wilmot River,07/24/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Metiram,Wilmot River,07/14/2009 12:00:00 AM,2009,< 1000,ng/ml,Fungicides
Metiram,Wilmot River,07/14/2009 12:00:00 AM,2009,< 1000,ng/ml,Fungicides
Atrazine,Wilmot River,08/18/2015 12:00:00 AM,2015,< 0.03,ng/ml,Herbicides
Thiabendazole,Wilmot River,08/19/2009 12:00:00 AM,2009,< 0.05,ng/ml,Fungicides
Thiabendazole,Dunk River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Cyfluthrin,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.073,ng/ml,Insecticides
Rimsulfuron,Mill River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Thiamethoxam,Winter River,09/09/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Boscalid,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Metiram,Morell River,08/17/2016 12:00:00 AM,2016,< 1000,ng/ml,Fungicides
Metiram,Morell River,08/17/2016 12:00:00 AM,2016,< 1000,ng/ml,Fungicides
Imidacloprid,Montague River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Azoxystrobin,Mill River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Methamidophos,Winter River,08/18/2014 12:00:00 AM,2014,< 5.0,ng/ml,Insecticides
Paraquat,West River,09/03/2013 12:00:00 AM,2013,< 10,ng/ml,Herbicides
Metobromuron,Huntley River,08/24/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Carbofuran,Winter River,08/25/2011 12:00:00 AM,2011,< 0.05,ng/ml,Insecticides
Isofenphos,Montague River,05/28/2018 12:00:00 AM,2018,< 0.051,ng/ml,Insecticides
Chlorantraniliprole,West River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Imidacloprid,Morell River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Quinclorac,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Mcpa,Winter River,09/14/2011 12:00:00 AM,2011,< 0.5,ng/ml,Herbicides
Linuron,Clyde River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Tri-Allate,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Benzoylprop-Ethyl,Dunk River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Metiram,Huntley River,08/09/2012 12:00:00 AM,2012,< 1000,ng/ml,Fungicides
Metiram,Huntley River,08/09/2012 12:00:00 AM,2012,< 1000,ng/ml,Fungicides
Chlorothalonil,Huntley River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Chlorpyrifos,West River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Metobromuron,West River,07/19/2016 12:00:00 AM,2016,< 0.03,ng/ml,Herbicides
Linuron,Winter River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Clopyralid,Mill River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Permethrin,Winter River,08/18/2014 12:00:00 AM,2014,< 0.1,ng/ml,Insecticides
Phorate,Wilmot River,08/21/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Chlorantraniliprole,Dunk River,08/08/2013 12:00:00 AM,2013,0.04,ng/ml,Insecticides
Desmetryn,West River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Thiamethoxam,Wilmot River,08/18/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Clothianidin,Huntley River,06/15/2017 12:00:00 AM,2017,0.17,ng/ml,Insecticides
Hexazinone,Dunk River,07/22/2013 12:00:00 AM,2013,< 0.02,ng/ml,Herbicides
Rimsulfuron,Clyde River,08/19/2009 12:00:00 AM,2009,< 0.05,ng/ml,Herbicides
Carbofuran,Montague River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Cypermethrin,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Thiophanate-Methyl,Wilmot River,09/16/2015 12:00:00 AM,2015,< 0.02,ng/ml,Fungicides
Flumetralin,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Plant Growth Regulators
Eptc,Montague River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Clothianidin,Morell River,09/03/2013 12:00:00 AM,2013,< 0.01,ng/ml,Insecticides
Fludioxonil,Clyde River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Chlorantraniliprole,Mill River,06/26/2018 12:00:00 AM,2018,0.05,ng/ml,Insecticides
Thiabendazole,Clyde River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Metalaxyl,Dunk River,08/04/2010 12:00:00 AM,2010,< 0.03,ng/ml,Fungicides
Atrazine,Morell River,07/14/2010 12:00:00 AM,2010,< 0.03,ng/ml,Herbicides
Atrazine,Morell River,07/14/2010 12:00:00 AM,2010,< 0.03,ng/ml,Herbicides
Monolinuron,Wilmot River,05/28/2018 12:00:00 AM,2018,< 0.61,ng/ml,Herbicides
Imidacloprid,Wilmot River,08/09/2012 12:00:00 AM,2012,< 0.1,ng/ml,Insecticides
Propiconazole,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.071,ng/ml,Fungicides
Metiram,West River,08/12/2010 12:00:00 AM,2010,< 1000,ng/ml,Fungicides
Metiram,West River,08/12/2010 12:00:00 AM,2010,< 1000,ng/ml,Fungicides
Hexazinone,Mill River,07/24/2018 12:00:00 AM,2018,< 0.02,ng/ml,Herbicides
Azoxystrobin,Mill River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Chlorothalonil,West River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Linuron,Morell River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Atrazine,Dunk River,06/26/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Propiconazole,Dunk River,07/26/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Chlorantraniliprole,Huntley River,09/28/2017 12:00:00 AM,2017,0.1,ng/ml,Insecticides
Rimsulfuron,Huntley River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Permethrin,Clyde River,07/21/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Azoxystrobin,Clyde River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Chlorothalonil,Dunk River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Metobromuron,Mill River,08/22/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Fludioxonil,Huntley River,06/15/2017 12:00:00 AM,2017,< 0.01,ng/ml,Fungicides
Imidacloprid,Morell River,07/25/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Propiconazole,Clyde River,08/19/2009 12:00:00 AM,2009,< 0.1,ng/ml,Fungicides
Azinphos-Methyl,Dunk River,08/21/2018 12:00:00 AM,2018,< 0.03,ng/ml,Insecticides
Thiophanate-Methyl,Mill River,06/26/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Azoxystrobin,Wilmot River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Dimethoate,Winter River,10/01/2018 12:00:00 AM,2018,< 0.04,ng/ml,Insecticides
Mcpa,West River,08/12/2010 12:00:00 AM,2010,< 0.5,ng/ml,Herbicides
Carbofuran,Montague River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Propiconazole,Mill River,07/20/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Dichlofenthion,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Thiabendazole,Clyde River,07/22/2009 12:00:00 AM,2009,< 0.05,ng/ml,Fungicides
Chlorpyrifos,Wilmot River,09/28/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Carbofuran,Winter River,10/05/2017 12:00:00 AM,2017,< 0.02,ng/ml,Insecticides
Thiophanate-Methyl,Winter River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Butralin,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Herbicides
Metribuzin,Wilmot River,09/19/2012 12:00:00 AM,2012,< 0.03,ng/ml,Herbicides
Azoxystrobin,Montague River,08/22/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Methamidophos,Mill River,08/18/2014 12:00:00 AM,2014,< 5.0,ng/ml,Insecticides
Clothianidin,Morell River,08/04/2010 12:00:00 AM,2010,< 0.01,ng/ml,Insecticides
Rimsulfuron,Morell River,08/08/2013 12:00:00 AM,2013,< 0.02,ng/ml,Herbicides
Mancozeb,Morell River,08/12/2010 12:00:00 AM,2010,< 100,ng/ml,Fungicides
Mancozeb,Morell River,08/12/2010 12:00:00 AM,2010,< 100,ng/ml,Fungicides
Fludioxonil,Winter River,08/22/2018 12:00:00 AM,2018,< 0.01,ng/ml,Fungicides
Hexazinone,Clyde River,08/13/2015 12:00:00 AM,2015,< 0.02,ng/ml,Herbicides
Diquat,Wilmot River,09/19/2012 12:00:00 AM,2012,< 10,ng/ml,Herbicides
Myclobutanil,Clyde River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Dimethoate,Wilmot River,07/19/2012 12:00:00 AM,2012,< 0.04,ng/ml,Insecticides
Dimethoate,Dunk River,09/28/2017 12:00:00 AM,2017,< 0.04,ng/ml,Insecticides
Propiconazole,Clyde River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Thiabendazole,Winter River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Captan,Winter River,05/28/2018 12:00:00 AM,2018,< 0.059,ng/ml,Fungicides
Zoxamide,Montague River,05/28/2018 12:00:00 AM,2018,< 0.502,ng/ml,Fungicides
Propiconazole,West River,06/15/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Metribuzin,Mill River,06/26/2018 12:00:00 AM,2018,< 0.03,ng/ml,Herbicides
Cypermethrin,Mill River,08/21/2014 12:00:00 AM,2014,< 0.01,ng/ml,Insecticides
Fludioxonil,Huntley River,08/29/2012 12:00:00 AM,2012,< 0.01,ng/ml,Fungicides
Folpet,Winter River,05/28/2018 12:00:00 AM,2018,< 0.212,ng/ml,Fungicides
Permethrin,Clyde River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Chlorothalonil,Dunk River,08/21/2018 12:00:00 AM,2018,< 0.02,ng/ml,Fungicides
Chlorothalonil,Dunk River,08/16/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Thiophanate-Methyl,Winter River,08/25/2011 12:00:00 AM,2011,< 0.1,ng/ml,Fungicides
Cypermethrin,Montague River,08/22/2018 12:00:00 AM,2018,< 0.01,ng/ml,Insecticides
Clothianidin,Huntley River,06/26/2018 12:00:00 AM,2018,0.64,ng/ml,Insecticides
Metribuzin,West River,09/28/2017 12:00:00 AM,2017,< 0.03,ng/ml,Herbicides
Azinphos-Methyl,West River,08/16/2016 12:00:00 AM,2016,< 0.03,ng/ml,Insecticides
Endrin,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Insecticides
Thiamethoxam,West River,07/22/2013 12:00:00 AM,2013,< 0.01,ng/ml,Insecticides
Metalaxyl,Morell River,07/20/2017 12:00:00 AM,2017,< 0.03,ng/ml,Fungicides
Thiamethoxam,Clyde River,09/19/2012 12:00:00 AM,2012,< 0.01,ng/ml,Insecticides
Hexazinone,Wilmot River,07/22/2009 12:00:00 AM,2009,< 0.06,ng/ml,Herbicides
Chlorantraniliprole,West River,09/03/2013 12:00:00 AM,2013,< 0.02,ng/ml,Insecticides
Hexazinone,Wilmot River,08/29/2012 12:00:00 AM,2012,< 0.06,ng/ml,Herbicides
Carbofuran,Mill River,09/09/2014 12:00:00 AM,2014,< 0.02,ng/ml,Insecticides
Methamidophos,Mill River,08/10/2011 12:00:00 AM,2011,< 5.0,ng/ml,Insecticides
Azinphos-Methyl,Winter River,09/09/2014 12:00:00 AM,2014,< 0.03,ng/ml,Insecticides
Clothianidin,Morell River,07/20/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Rimsulfuron,West River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Atrazine,Montague River,09/09/2014 12:00:00 AM,2014,< 0.03,ng/ml,Herbicides
Propiconazole,Wilmot River,07/14/2009 12:00:00 AM,2009,< 0.1,ng/ml,Fungicides
Thiabendazole,Montague River,08/18/2014 12:00:00 AM,2014,< 0.02,ng/ml,Fungicides
Azoxystrobin,Clyde River,08/24/2017 12:00:00 AM,2017,< 0.02,ng/ml,Fungicides
Linuron,Huntley River,09/28/2017 12:00:00 AM,2017,< 0.02,ng/ml,Herbicides
Permethrin,Winter River,08/24/2017 12:00:00 AM,2017,< 0.01,ng/ml,Insecticides
Propiconazole,Dunk River,09/13/2016 12:00:00 AM,2016,< 0.02,ng/ml,Fungicides
Chlorantraniliprole,Winter River,10/01/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Chlorpyrifos,Huntley River,08/13/2015 12:00:00 AM,2015,< 0.01,ng/ml,Insecticides
Cyprodinil,Winter River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Ipconazole,Morell River,05/28/2018 12:00:00 AM,2018,< 0.025,ng/ml,Fungicides
Sulfentrazone,Winter River,05/28/2018 12:00:00 AM,2018,< 0.504,ng/ml,Herbicides
Thiabendazole,Dunk River,08/16/2016 12:00:00 AM,2016,0.07,ng/ml,Fungicides
Quinclorac,Huntley River,05/28/2018 12:00:00 AM,2018,< 0.026,ng/ml,Herbicides
Terbacil,Clyde River,09/12/2018 12:00:00 AM,2018,< 0.01,ng/ml,Herbicides
Chlorantraniliprole,Clyde River,09/12/2018 12:00:00 AM,2018,< 0.02,ng/ml,Insecticides
Azoxystrobin,Morell River,05/28/2018 12:00:00 AM,2018,< 0.114,ng/ml,Fungicides
Clothianidin,Huntley River,09/12/2018 12:00:00 AM,2018,0.22,ng/ml,Insecticides
